time,treat,conversion
3948,control,0
3949,control,0
3949,control,0
3950,control,0
3951,treatment,0
3951,control,0
3951,treatment,0
3952,treatment,0
3952,control,0
3954,treatment,0
3954,control,0
3955,treatment,0
3956,control,0
3957,control,0
3957,treatment,0
3960,control,0
3960,control,0
3960,control,0
3961,control,0
3961,treatment,1
3963,treatment,0
3963,treatment,0
3966,control,0
3966,control,0
3968,control,0
3970,control,1
3970,treatment,0
3970,treatment,0
3970,treatment,0
3973,treatment,0
3975,treatment,0
3976,treatment,0
3978,treatment,0
3978,treatment,0
3979,treatment,0
3979,control,0
3981,control,0
3982,control,0
3982,treatment,0
3985,treatment,0
3985,treatment,0
3986,treatment,0
3987,control,0
3987,control,0
3987,control,0
3987,treatment,0
3988,treatment,0
3988,treatment,0
3988,control,0
3989,control,0
3989,control,0
3989,treatment,0
3989,control,0
3990,treatment,0
3992,treatment,0
3993,treatment,0
3993,treatment,0
3993,control,0
3994,control,0
3995,control,1
3995,treatment,0
3996,control,0
3996,treatment,0
3997,control,0
3999,control,0
4001,control,0
4005,treatment,0
4006,control,0
4008,treatment,0
4008,treatment,0
4008,treatment,0
4008,treatment,0
4008,treatment,0
4009,control,0
4010,control,0
4010,control,0
4010,treatment,0
4011,treatment,0
4012,control,0
4013,treatment,0
4013,control,1
4014,treatment,0
4015,control,0
4016,treatment,0
4017,treatment,0
4017,treatment,0
4017,treatment,0
4018,control,0
4019,control,0
4019,control,0
4019,treatment,0
4020,control,0
4020,treatment,0
4021,control,0
4022,treatment,0
4024,treatment,0
4024,control,0
4028,treatment,0
4028,control,0
4028,treatment,0
4029,treatment,0
4029,control,0
4029,control,0
4030,treatment,0
4030,control,0
4031,control,0
4031,control,0
4031,control,1
4032,treatment,0
4032,control,0
4033,control,0
4033,treatment,0
4033,control,0
4034,control,0
4035,control,0
4036,control,0
4036,control,0
4036,control,0
4036,treatment,0
4037,treatment,0
4037,control,0
4037,control,0
4039,treatment,0
4039,treatment,0
4039,control,0
4040,treatment,0
4041,control,0
4041,control,0
4041,control,0
4041,treatment,0
4042,control,0
4044,control,0
4045,control,0
4045,control,0
4045,control,0
4047,treatment,0
4048,control,0
4048,control,0
4048,treatment,0
4048,treatment,0
4049,control,0
4049,treatment,0
4051,treatment,0
4052,treatment,0
4052,control,0
4053,control,1
4054,control,0
4054,control,0
4054,control,0
4054,control,0
4056,control,0
4057,control,0
4057,control,0
4057,treatment,0
4057,control,0
4057,treatment,0
4059,treatment,0
4060,treatment,0
4060,treatment,0
4061,control,0
4066,treatment,0
4066,control,0
4068,treatment,0
4069,treatment,1
4069,treatment,0
4070,control,1
4070,treatment,0
4070,control,0
4072,treatment,0
4074,treatment,0
4077,control,0
4077,treatment,0
4078,control,0
4079,control,0
4080,control,0
4080,treatment,0
4080,control,0
4080,control,1
4082,control,0
4084,treatment,0
4084,control,0
4086,treatment,1
4087,control,0
4087,treatment,0
4089,treatment,0
4090,control,0
4091,control,0
4092,treatment,0
4092,treatment,1
4092,treatment,0
4093,control,0
4094,treatment,0
4095,treatment,0
4096,treatment,1
4096,treatment,0
4096,control,0
4098,control,0
4098,treatment,1
4099,control,0
4099,treatment,0
4099,treatment,1
4100,control,0
4100,treatment,0
4100,control,1
4100,control,0
4101,treatment,0
4101,control,0
4102,control,0
4102,treatment,0
4103,treatment,0
4103,control,0
4104,control,0
4105,treatment,0
4105,treatment,0
4106,control,0
4107,control,0
4108,control,0
4108,control,0
4108,control,0
4109,treatment,0
4112,treatment,0
4112,control,0
4114,treatment,0
4114,treatment,0
4114,treatment,0
4114,treatment,0
4115,treatment,0
4115,control,0
4115,treatment,0
4116,treatment,0
4117,control,0
4118,control,0
4118,control,0
4119,control,0
4119,control,0
4120,treatment,0
4120,control,0
4120,control,0
4121,control,0
4124,treatment,0
4125,control,0
4125,treatment,0
4127,treatment,0
4128,control,0
4128,treatment,0
4128,treatment,0
4128,control,0
4129,control,0
4130,control,0
4131,treatment,0
4132,treatment,0
4132,control,0
4136,treatment,0
4137,control,0
4137,control,0
4139,control,0
4142,control,0
4142,control,0
4143,treatment,0
4143,treatment,0
4144,control,0
4145,treatment,0
4148,control,0
4150,control,0
4151,control,0
4152,treatment,0
4154,treatment,0
4156,control,0
4156,treatment,0
4157,treatment,0
4157,treatment,0
4158,control,0
4158,control,0
4158,control,0
4159,treatment,0
4159,treatment,0
4161,control,0
4161,control,0
4164,control,0
4165,treatment,0
4165,treatment,0
4165,control,0
4165,treatment,0
4166,treatment,0
4167,treatment,0
4167,treatment,0
4168,treatment,0
4168,control,0
4170,treatment,0
4171,treatment,0
4171,treatment,0
4171,control,0
4171,control,0
4172,control,0
4172,treatment,0
4173,treatment,0
4173,treatment,0
4174,control,0
4175,control,0
4175,control,0
4178,control,0
4178,control,0
4179,treatment,1
4180,treatment,0
4180,treatment,0
4181,treatment,0
4184,treatment,0
4184,control,0
4186,control,0
4187,control,0
4188,control,0
4189,treatment,0
4191,treatment,0
4191,control,0
4192,control,1
4193,treatment,0
4193,treatment,0
4194,treatment,0
4194,control,0
4197,treatment,0
4197,control,0
4197,control,0
4198,control,0
4198,control,0
4199,control,0
4200,treatment,0
4200,control,0
4201,treatment,0
4201,control,0
4203,control,0
4204,treatment,1
4206,control,0
4208,control,0
4209,treatment,0
4209,control,0
4210,control,0
4211,control,0
4211,control,0
4211,control,0
4211,control,0
4214,treatment,0
4214,treatment,0
4214,treatment,0
4216,control,1
4216,control,0
4222,treatment,0
4223,treatment,0
4224,control,0
4224,control,0
4224,treatment,0
4224,control,0
4224,treatment,0
4225,control,0
4226,treatment,1
4226,control,0
4228,control,0
4228,control,0
4229,control,0
4230,control,0
4230,control,0
4230,treatment,0
4231,control,0
4231,treatment,0
4231,control,0
4232,treatment,1
4232,treatment,0
4236,control,0
4236,control,1
4236,control,0
4238,treatment,0
4239,control,0
4239,control,0
4240,control,0
4241,control,0
4243,control,0
4244,treatment,0
4244,control,0
4245,control,0
4248,treatment,0
4248,treatment,0
4248,control,0
4249,control,0
4249,treatment,1
4250,control,0
4251,control,0
4251,treatment,0
4251,treatment,0
4251,control,0
4253,treatment,0
4253,treatment,0
4254,treatment,1
4256,treatment,0
4256,control,0
4257,treatment,0
4257,control,0
4257,control,0
4257,control,0
4258,treatment,0
4259,treatment,0
4260,treatment,0
4261,treatment,0
4261,control,0
4264,control,0
4264,treatment,0
4265,control,0
4265,treatment,0
4267,control,0
4267,control,0
4268,control,0
4268,control,0
4270,control,0
4270,treatment,0
4270,control,0
4270,treatment,1
4271,treatment,0
4272,control,0
4272,control,0
4272,control,0
4277,treatment,1
4277,control,0
4278,treatment,0
4279,treatment,0
4281,treatment,0
4281,control,0
4283,treatment,0
4283,control,0
4284,control,0
4287,control,0
4288,treatment,0
4290,treatment,0
4290,control,0
4290,control,0
4291,control,0
4295,control,0
4296,control,0
4296,control,0
4296,control,0
4297,control,0
4298,control,0
4298,control,0
4299,treatment,0
4300,treatment,0
4302,control,0
4302,treatment,0
4303,control,0
4304,control,0
4305,control,0
4306,treatment,0
4306,control,0
4306,treatment,0
4306,treatment,0
4306,treatment,0
4307,treatment,0
4308,control,0
4308,control,0
4309,treatment,0
4309,control,0
4309,control,0
4309,treatment,0
4311,treatment,0
4313,treatment,0
4314,treatment,0
4315,control,0
4315,control,0
4316,treatment,0
4316,treatment,0
4317,treatment,0
4317,control,0
4317,control,0
4317,treatment,0
4318,control,0
4318,treatment,0
4318,control,0
4319,control,0
4320,treatment,0
4321,control,0
4322,treatment,0
4323,control,0
4323,treatment,0
4323,control,0
4324,treatment,0
4325,control,0
4325,treatment,0
4325,treatment,0
4328,treatment,0
4329,control,0
4329,treatment,1
4329,treatment,0
4329,control,0
4330,control,0
4330,control,0
4330,treatment,0
4331,treatment,0
4331,treatment,1
4333,treatment,0
4333,control,0
4334,control,0
4335,treatment,0
4335,treatment,0
4336,treatment,0
4336,treatment,0
4336,treatment,0
4337,treatment,0
4337,treatment,0
4339,control,0
4339,treatment,0
4343,control,0
4343,control,0
4344,control,0
4345,treatment,0
4346,control,0
4346,treatment,0
4348,control,0
4350,treatment,0
4350,treatment,0
4351,treatment,0
4352,control,0
4353,control,0
4354,control,0
4355,treatment,0
4355,treatment,0
4355,control,0
4356,treatment,0
4358,control,0
4358,control,0
4358,treatment,0
4359,control,0
4359,control,0
4360,treatment,0
4361,treatment,0
4361,control,0
4362,treatment,0
4362,control,0
4362,control,0
4363,control,1
4364,treatment,0
4364,treatment,0
4365,control,0
4365,treatment,0
4365,treatment,0
4366,control,0
4367,treatment,1
4368,control,0
4369,treatment,0
4369,treatment,0
4370,treatment,0
4371,control,0
4371,control,0
4373,treatment,0
4374,control,0
4376,control,0
4376,control,0
4377,control,0
4377,treatment,0
4378,treatment,0
4379,treatment,1
4380,treatment,0
4382,treatment,0
4382,control,0
4382,control,0
4383,control,0
4384,treatment,0
4385,control,0
4385,control,0
4385,treatment,0
4385,control,0
4386,control,0
4387,treatment,0
4387,control,0
4388,control,0
4388,treatment,0
4389,treatment,0
4389,control,0
4389,control,0
4390,treatment,0
4390,control,0
4390,treatment,0
4390,treatment,0
4391,treatment,0
4391,control,0
4392,control,0
4392,control,0
4392,treatment,0
4393,control,0
4393,control,0
4393,treatment,0
4393,treatment,0
4394,control,0
4394,control,0
4396,treatment,0
4398,treatment,0
4398,control,0
4400,treatment,1
4400,treatment,0
4401,treatment,0
4401,treatment,1
4403,control,0
4403,control,0
4404,control,0
4405,control,0
4405,treatment,0
4405,control,0
4406,treatment,1
4407,treatment,0
4408,treatment,0
4408,treatment,0
4408,treatment,0
4410,treatment,0
4411,treatment,0
4412,control,0
4412,control,0
4412,treatment,0
4412,control,0
4414,treatment,0
4414,treatment,0
4415,control,0
4416,treatment,0
4417,control,0
4417,control,0
4417,control,0
4418,control,0
4418,control,0
4419,control,0
4420,control,0
4421,control,0
4421,control,0
4421,control,0
4422,treatment,1
4423,treatment,0
4423,treatment,0
4423,control,0
4425,treatment,0
4425,control,0
4425,control,0
4426,treatment,0
4426,treatment,0
4426,treatment,0
4428,control,0
4429,treatment,0
4429,control,0
4430,treatment,0
4430,control,0
4432,treatment,0
4434,control,0
4435,treatment,0
4437,treatment,0
4437,control,0
4440,treatment,0
4440,control,0
4440,control,0
4441,control,0
4441,treatment,0
4441,control,0
4442,control,0
4443,control,0
4443,treatment,0
4444,control,0
4444,treatment,0
4445,treatment,0
4447,treatment,0
4447,control,0
4448,control,0
4451,treatment,0
4452,treatment,0
4453,control,0
4453,control,0
4453,treatment,0
4453,treatment,0
4455,control,0
4455,treatment,0
4456,control,0
4457,treatment,0
4459,treatment,0
4459,treatment,0
4460,control,0
4460,treatment,0
4460,control,0
4461,control,0
4461,treatment,0
4463,control,0
4463,treatment,0
4464,treatment,1
4464,control,0
4466,control,0
4467,treatment,0
4469,control,0
4469,control,0
4470,treatment,0
4470,treatment,0
4471,control,0
4471,control,0
4473,control,0
4473,treatment,0
4474,control,0
4474,treatment,0
4474,treatment,0
4474,treatment,1
4474,treatment,0
4475,control,0
4477,treatment,0
4477,treatment,0
4478,control,0
4478,treatment,0
4478,treatment,0
4478,treatment,0
4479,treatment,0
4480,control,0
4480,treatment,0
4481,control,0
4482,treatment,0
4483,treatment,0
4483,treatment,1
4484,treatment,0
4485,treatment,0
4485,control,0
4485,treatment,0
4486,treatment,0
4487,control,0
4487,treatment,0
4490,control,0
4490,treatment,0
4491,treatment,0
4491,treatment,0
4491,control,0
4491,treatment,0
4491,treatment,0
4492,control,0
4494,treatment,0
4495,control,0
4496,control,0
4498,control,0
4498,control,0
4498,control,1
4498,treatment,0
4499,treatment,0
4499,treatment,0
4499,control,0
4499,treatment,0
4500,treatment,0
4500,treatment,0
4501,control,0
4501,treatment,0
4501,treatment,0
4502,treatment,0
4503,treatment,1
4503,control,0
4504,treatment,0
4504,treatment,0
4504,control,0
4505,treatment,0
4505,control,0
4505,treatment,0
4506,control,0
4506,control,0
4506,treatment,0
4507,control,0
4507,control,0
4508,treatment,0
4509,control,0
4510,treatment,0
4510,control,0
4510,control,0
4512,control,0
4513,control,0
4513,treatment,0
4513,control,0
4515,control,1
4515,control,0
4515,treatment,0
4515,treatment,0
4515,treatment,0
4516,control,1
4517,control,0
4519,control,0
4520,treatment,0
4522,control,0
4523,treatment,0
4524,control,0
4528,treatment,0
4529,treatment,0
4529,control,0
4529,treatment,0
4530,control,0
4531,control,0
4531,control,0
4531,treatment,0
4531,treatment,0
4531,treatment,0
4533,treatment,0
4534,control,0
4534,treatment,0
4534,control,1
4535,control,0
4535,control,0
4536,control,0
4537,treatment,0
4537,control,0
4538,control,0
4538,treatment,0
4539,treatment,1
4539,treatment,0
4540,treatment,0
4540,treatment,0
4541,treatment,0
4541,control,0
4542,treatment,0
4542,treatment,0
4542,treatment,0
4542,treatment,0
4542,treatment,0
4544,control,0
4545,treatment,0
4545,control,0
4545,treatment,0
4545,treatment,1
4548,treatment,0
4548,treatment,0
4549,treatment,0
4549,control,0
4550,treatment,0
4550,treatment,0
4552,control,0
4552,control,0
4555,control,0
4556,treatment,0
4556,treatment,0
4557,treatment,0
4558,treatment,0
4558,control,0
4559,treatment,0
4562,control,0
4563,control,0
4567,treatment,0
4568,treatment,0
4568,control,0
4569,control,0
4569,treatment,1
4572,control,0
4573,treatment,0
4574,control,0
4574,control,0
4575,control,0
4575,treatment,0
4575,control,0
4576,control,0
4576,treatment,0
4577,control,0
4578,control,0
4580,control,0
4582,control,0
4583,treatment,0
4585,control,0
4587,control,0
4587,treatment,0
4587,treatment,1
4588,treatment,0
4592,control,0
4592,control,0
4593,treatment,1
4593,treatment,0
4594,control,0
4596,control,0
4596,treatment,0
4596,control,0
4598,treatment,0
4598,treatment,0
4599,control,0
4599,control,0
4600,treatment,0
4600,control,0
4601,treatment,0
4602,control,0
4603,treatment,0
4603,control,0
4605,control,0
4606,control,0
4606,control,0
4607,treatment,0
4607,treatment,0
4607,treatment,0
4607,control,0
4608,treatment,0
4612,treatment,0
4613,treatment,0
4615,treatment,0
4617,control,0
4618,control,0
4619,control,0
4619,control,0
4621,control,0
4622,control,0
4622,treatment,0
4623,control,0
4623,treatment,0
4624,treatment,0
4625,control,0
4626,control,0
4626,treatment,0
4627,control,0
4627,control,0
4627,control,0
4628,control,0
4629,treatment,0
4630,control,0
4631,control,0
4631,treatment,0
4632,control,0
4633,treatment,0
4633,control,0
4634,treatment,0
4636,treatment,0
4636,treatment,1
4636,treatment,0
4636,treatment,0
4637,treatment,0
4639,control,0
4640,treatment,0
4640,control,0
4640,treatment,0
4640,control,0
4642,treatment,0
4642,treatment,0
4642,treatment,0
4643,control,0
4643,treatment,0
4644,treatment,0
4644,treatment,0
4646,control,0
4646,control,0
4647,control,0
4648,control,0
4649,control,0
4650,treatment,0
4651,control,0
4652,control,0
4653,control,0
4654,control,0
4655,treatment,0
4655,treatment,0
4656,control,0
4657,control,0
4657,control,0
4658,control,0
4659,control,0
4660,control,0
4660,control,0
4660,treatment,0
4661,treatment,0
4662,control,0
4662,control,0
4663,control,0
4664,control,0
4668,control,0
4668,control,0
4669,control,0
4669,control,0
4672,treatment,0
4673,treatment,0
4673,control,0
4673,control,0
4675,control,0
4675,treatment,0
4676,control,0
4676,treatment,0
4677,control,0
4678,treatment,0
4678,treatment,0
4679,control,0
4679,control,0
4679,control,0
4681,control,0
4682,treatment,0
4682,treatment,0
4682,control,0
4683,control,0
4683,treatment,0
4683,treatment,0
4683,treatment,0
4684,treatment,0
4684,control,0
4684,treatment,0
4686,treatment,0
4688,control,0
4688,control,0
4688,treatment,0
4688,treatment,1
4688,control,0
4689,control,0
4689,control,0
4690,control,0
4691,treatment,0
4692,treatment,1
4693,treatment,0
4693,control,0
4696,control,0
4696,treatment,0
4696,treatment,0
4699,control,0
4701,treatment,0
4702,control,0
4703,treatment,0
4703,treatment,1
4703,treatment,0
4703,control,0
4704,treatment,0
4705,control,0
4706,treatment,0
4707,control,0
4707,control,0
4707,control,0
4708,treatment,0
4710,control,0
4710,control,0
4711,control,0
4713,control,0
4714,control,0
4714,control,0
4715,control,0
4715,control,0
4715,treatment,0
4716,control,0
4716,treatment,0
4717,control,0
4718,control,1
4719,treatment,0
4720,control,0
4721,control,0
4721,control,0
4722,treatment,0
4722,treatment,0
4722,control,0
4725,treatment,0
4725,treatment,0
4725,treatment,0
4725,treatment,0
4726,control,0
4726,control,0
4728,control,0
4729,treatment,0
4729,treatment,1
4732,control,0
4733,treatment,0
4733,control,0
4733,control,0
4733,treatment,1
4735,control,0
4736,control,1
4737,control,0
4740,treatment,0
4741,control,0
4741,control,0
4741,treatment,0
4741,control,0
4742,treatment,0
4742,treatment,0
4743,control,0
4743,treatment,0
4744,control,0
4746,treatment,0
4747,control,0
4747,treatment,0
4748,treatment,0
4749,control,0
4750,control,0
4750,control,0
4751,control,0
4753,treatment,1
4754,control,0
4756,control,0
